2,35,35,1,-0.32696759259259,0.0,565,[0.         0.         0.99746193 0.00253807 0.        ]
2,35,35,1,-0.24762731481481443,25.0,565,[0.49369748 0.         0.46953782 0.03676471 0.        ]
2,35,35,1,-0.27407407407407297,16.666666666666664,565,[0.35215453 0.         0.6218425  0.02600297 0.        ]
2,35,35,1,-0.2872974537037022,12.5,565,[0.27241379 0.         0.70747126 0.02011494 0.        ]
2,35,35,1,-0.26016203703703605,20.0,565,[0.44648973 0.         0.52739726 0.02611301 0.        ]
2,35,35,1,-0.27129629629629504,16.666666666666664,565,[0.38205128 0.         0.58681319 0.03113553 0.        ]
2,35,35,1,-0.27924933862433715,14.285714285714285,565,[0.42410016 0.         0.41784038 0.02451748 0.13354199]
2,35,35,1,-0.2852141203703688,12.5,565,[0.36988171 0.01296633 0.46769791 0.03298453 0.11646952]
2,35,35,1,-0.27222222222222103,16.666666666666664,565,[0.43700159 0.01594896 0.40988836 0.03508772 0.10207337]
2,35,35,1,-0.26182870370370287,20.0,565,[0.49378992 0.01419446 0.36479773 0.03637331 0.09084457]
2,35,35,1,-0.26775042087541984,18.181818181818183,565,[0.41132131 0.01182383 0.3038723  0.03029855 0.24268401]
2,35,35,1,-0.27268518518518403,16.666666666666664,565,[0.38868715 0.01117318 0.33547486 0.0353352  0.22932961]
